ScaID,Target,count(DISTINCT Molecule)
Sca212,GRM5,3
Sca212,HDA10,1
Sca212,HDAC3,1
Sca212,HDAC5,1
Sca212,HDAC7,1
Sca212,HDAC4,1
Sca212,HDAC9,1
Sca212,HRH3,1
Sca212,SRC,1
Sca212,FADS1,1
Sca212,MK14,1
Sca212,SO2B1,1
Sca157347,XBP1,1
Sca246268,XBP1,2
Sca261797,XBP1,1
Sca264081,XBP1,2
Sca264075,XBP1,1
Sca179257,PLGF,1
Sca179260,PLGF,1
Sca179254,PLGF,1
Sca179251,PLGF,1
Sca179263,PLGF,1
Sca179265,PLGF,4
Sca179226,PLGF,4
Sca179246,PLGF,1
Sca179249,PLGF,1
Sca179270,PLGF,1
Sca161772,TPOR,4
Sca161814,TPOR,1
Sca161771,TPOR,3
Sca161813,TPOR,1
Sca1544,GPR35,1
Sca1544,ALDR,3
Sca1544,TYDP1,1
Sca1544,PIM2,16
Sca1544,PIM1,21
Sca1544,PIM3,3
Sca1544,AOFB,1
Sca1544,CISD1,1
Sca159361,ICAM1,1
Sca159361,ITAL,1
Sca87110,LYAM3,1
Sca87110,LYAM1,1
Sca110623,ITA4,20
Sca92681,ITA4,30
Sca116194,ITA4,1
Sca159922,ITA4,8
Sca159996,ITA4,6
Sca117391,ITA4,7
Sca117389,ITA4,2
Sca103728,ITA4,1
Sca77872,ITA4,3
Sca77872,THRB,1
Sca110624,ITA4,7
Sca103726,ITA4,14
Sca110928,ITA4,2
Sca103738,ITA4,3
Sca160042,ITA4,1
Sca159962,ITA4,1
Sca160066,ITA4,1
Sca99079,ITA4,1
Sca110904,AKT1,3
Sca110904,ITA4,3
Sca110622,ITA4,1
Sca116197,ITA4,1
Sca117385,ITA4,3
Sca146175,ITA4,1
Sca146163,ITA4,1
Sca159912,ITA4,2
Sca1686,TRPV1,5
Sca1686,ITA4,2
Sca99084,ITA4,1
Sca120507,ITA4,2
Sca103731,ITA4,1
Sca11800,ITA4,3
Sca146167,ITA4,1
Sca146155,ITA4,1
Sca116174,ITA4,4
Sca103733,ITA4,2
Sca146159,ITA4,1
Sca146190,ITA4,1
Sca146171,ITA4,1
Sca146182,ITA4,1
Sca99082,ITA4,1
Sca117393,ITA4,1
Sca103751,ITA4,1
Sca120503,ITA4,1
Sca99077,ITA4,1
Sca103740,ITA4,1
Sca120505,ITA4,1
Sca146192,ITA4,1
Sca103737,ITA4,1
Sca160063,ITA4,1
Sca120511,ITA4,1
Sca146179,ITA4,1
Sca103736,ITA4,1
Sca159990,ITA4,1
Sca103742,ITA4,1
Sca146186,ITA4,1
Sca32347,VGFR2,8
Sca32347,FGFR1,8
Sca32347,PGFRB,8
Sca32347,VGFR1,2
Sca32347,CHK1,1
Sca32347,IGF1R,5
Sca32347,DPP4,1
Sca32347,CARM1,4
Sca32347,NPY5R,1
Sca32347,C11B2,27
Sca32347,ACOD1,1
Sca32347,ACOD,1
Sca32347,GRM5,1
Sca32347,MET,2
Sca32347,LRRK2,1
Sca32347,CHK2,1
Sca32347,TSSK3,1
Sca32347,KSYK,1
Sca32347,C11B1,17
Sca120451,SFRP1,16
Sca998,NAMPT,28
Sca998,CP2C9,7
Sca998,PD2R2,2
Sca998,DHI1,2
Sca998,5HT2C,7
Sca998,5HT2A,7
Sca998,CNR2,41
Sca998,SFRP1,10
Sca998,MMP3,1
Sca998,MMP13,2
Sca998,MMP16,1
Sca998,MMP12,3
Sca998,MMP8,2
Sca998,MMP9,4
Sca998,MMP2,2
Sca998,MMP14,1
Sca998,CNR1,3
Sca120494,SFRP1,5
Sca120495,SFRP1,14
Sca145921,SFRP1,1
Sca145923,SFRP1,4
Sca126949,SFRP1,2
Sca120497,SFRP1,1
Sca120536,SFRP1,1
Sca145948,SFRP1,4
Sca120500,SFRP1,1
Sca145942,SFRP1,1
Sca145945,SFRP1,2
Sca145919,SFRP1,1
Sca145939,SFRP1,1
Sca120557,SFRP1,1
Sca146013,SFRP1,1
Sca78330,THRB,1
Sca78330,ULA1,1
Sca215170,ULA1,1
Sca268444,GDIR1,1
Sca268446,GDIR1,1
Sca268442,GDIR1,4
Sca257585,GRP78,1
Sca109746,ACES,1
Sca109746,TIE2,1
Sca109746,EGFR,1
Sca109746,HS71A,1
Sca109746,ALDR,1
Sca109746,CSK21,1
Sca109746,GPR35,1
Sca109746,VGFR2,1
Sca109746,NUAK1,1
Sca138,ACES,1
Sca138,TIE2,1
Sca138,EGFR,1
Sca138,HS71A,1
Sca138,ALDR,1
Sca138,CSK21,1
Sca138,GPR35,1
Sca138,VGFR2,1
Sca138,NUAK1,1
Sca767,ERAP1,2
Sca767,HDAC6,2
Sca767,HDAC1,2
Sca767,HDA11,1
Sca767,HDAC2,2
Sca767,HDAC3,2
Sca767,HDAC8,1
Sca767,HDAC4,1
Sca767,ACES,1
Sca767,LCAP,2
Sca767,ERAP2,1
Sca767,IL1RA,1
Sca342,NOTC3,12
Sca342,NOTC1,12
Sca342,PD2R2,9
Sca342,SCN9A,8
Sca342,NOTC2,1
Sca342,NOTC4,1
Sca342,CCKAR,10
Sca342,GASR,3
Sca861,NOTC1,2
Sca861,NOTC3,3
Sca861,CCKAR,1
Sca343,MGAT2,1
Sca343,MGAT1,1
Sca343,PRGR,1
Sca343,NOTC3,4
Sca343,NOTC1,4
Sca343,HDAC6,2
Sca343,HDAC1,7
Sca343,GBRA1,1
Sca343,GBRA5,1
Sca343,GBRA2,1
Sca343,TSPO,4
Sca343,AA3R,1
Sca343,FABPL,1
Sca335,5HT2C,2
Sca335,5HT2A,4
Sca335,KMO,1
Sca335,ATS4,1
Sca335,ATS5,1
Sca335,SC6A3,4
Sca335,SC6A4,5
Sca335,SC6A2,5
Sca335,AOFA,2
Sca335,TSPO,1
Sca335,PDE4B,2
Sca335,PE2R1,4
Sca335,PIM2,10
Sca335,PIM1,12
Sca335,S22AC,11
Sca335,A4,10
Sca335,ACM3,2
Sca335,ACM1,2
Sca335,HRH1,1
Sca335,MTR1B,9
Sca335,DHI1,1
Sca335,FDFT,1
Sca335,DPP4,1
Sca335,CNR1,1
Sca335,ESR1,19
Sca335,ESR2,23
Sca335,CP19A,1
Sca335,BCAT1,1
Sca335,ALDR,12
Sca335,MAP2,1
Sca335,HRH3,1
Sca335,PE2R4,3
Sca335,MTR1A,8
Sca335,DRD2,5
Sca335,ADA2A,2
Sca335,OX1R,1
Sca335,C11B2,1
Sca335,AOFB,1
Sca335,HDAC8,1
Sca335,HDAC6,1
Sca335,HDAC3,1
Sca335,HDAC2,1
Sca335,HDAC1,1
Sca335,HDA10,1
Sca335,CLK1,1
Sca335,5HT1A,4
Sca335,DRD3,5
Sca335,DRD4,1
Sca335,HRH4,1
Sca335,THAS,4
Sca335,UFO,1
Sca335,FAK1,1
Sca335,ALK,1
Sca335,IGF1R,1
Sca335,SRC,1
Sca335,VGFR2,1
Sca335,MMP12,21
Sca335,CATB,1
Sca335,CATK,3
Sca335,CATS,1
Sca335,PPARG,1
Sca335,PPARD,1
Sca335,SIR1,1
Sca335,5HT2B,2
Sca335,KCNH2,2
Sca335,EBP,1
Sca335,ACM4,1
Sca335,THA,1
Sca335,THB,1
Sca335,CP2CJ,4
Sca335,CP2C9,2
Sca335,MRP1,1
Sca335,EAA2,1
Sca335,CNR2,3
Sca335,MMP13,15
Sca335,ADRB2,1
Sca335,MMP3,1
Sca335,ECE1,1
Sca298,DRD2,2
Sca298,S22A2,1
Sca298,SC6A4,3
Sca298,HRH1,1
Sca298,5HT2A,2
Sca298,SC6A2,5
Sca298,AA3R,1
Sca298,ACM1,1
Sca298,ADA2A,1
Sca298,ADA1A,1
Sca298,5HT2C,1
Sca298,ACM4,1
Sca298,DRD3,1
Sca298,5HT2B,1
Sca298,ADA1D,1
Sca298,ACM5,1
Sca298,ADA2C,1
Sca298,ACM2,1
Sca298,5HT6R,1
Sca298,ACM3,1
Sca298,ADA1B,1
Sca298,ADA2B,1
Sca298,MTR1B,1
Sca298,MTR1A,1
Sca1077,KCNH2,2
Sca1077,S47A2,1
Sca1077,5HT3A,1
Sca1077,5HT2B,1
Sca1077,S22A2,1
Sca1077,S47A1,1
Sca2775,ACES,25
Sca2775,CHLE,10
Sca2775,ACM2,1
Sca2775,S22A2,1
Sca2775,SC6A2,1
Sca2775,AOFA,1
Sca2775,CA2D1,4
Sca164466,SC6A4,2
Sca164466,ERG,1
Sca164466,5HT1B,1
Sca151225,FCGRN,1
Sca122568,FCGRN,1
Sca122713,FCGRN,1
Sca151291,FCGRN,1
Sca122518,FCGRN,1
Sca151112,FCGRN,1
Sca151164,FCGRN,1
Sca122709,FCGRN,1
Sca151258,FCGRN,1
Sca151269,FCGRN,2
Sca151236,FCGRN,1
Sca151094,FCGRN,1
Sca213701,FCGRN,1
Sca122558,FCGRN,1
Sca151188,FCGRN,1
Sca151151,FCGRN,1
Sca151214,FCGRN,1
Sca213712,FCGRN,1
Sca151201,FCGRN,1
Sca122567,FCGRN,1
Sca151280,FCGRN,2
Sca151302,FCGRN,1
Sca151080,FCGRN,1
Sca151100,FCGRN,1
Sca122731,FCGRN,1
Sca151247,FCGRN,1
Sca122557,FCGRN,1
Sca151313,FCGRN,1
Sca122727,FCGRN,1
Sca221345,FCGR1,1
Sca105581,RB,1
Sca121318,RB,1
Sca121463,RB,1
Sca110,TRY1,1
Sca110,CAH9,26
Sca110,CAH1,18
Sca110,RENI,11
Sca110,CNR2,5
Sca110,CATB,1
Sca110,AMPN,4
Sca110,IRAK4,3
Sca110,PDE4D,7
Sca110,PPCE,7
Sca110,DPP4,17
Sca110,CAH2,28
Sca110,CAH12,23
Sca110,CAH7,5
Sca110,CAH13,2
Sca110,CAH6,2
Sca110,CAH4,2
Sca110,CAH14,12
Sca110,GRM5,116
Sca110,NOS1,32
Sca110,NOS2,10
Sca110,SC6A2,40
Sca110,SC6A4,44
Sca110,SC6A3,4
Sca110,TRPV1,61
Sca110,SEPR,11
Sca110,DPP9,2
Sca110,HDAC6,12
Sca110,HDAC2,3
Sca110,PSB5,7
Sca110,MCL1,3
Sca110,GPR88,1
Sca110,CBPB2,1
Sca110,DHI1,4
Sca110,PDE10,2
Sca110,NPY5R,1
Sca110,NTR2,1
Sca110,F16P1,9
Sca110,PD2R2,14
Sca110,MMP1,7
Sca110,CXCR4,1
Sca110,ACACB,12
Sca110,ACACA,2
Sca110,5HT2C,7
Sca110,5HT2A,7
Sca110,NAMPT,4
Sca110,ACM2,2
Sca110,ACM4,2
Sca110,ACM3,2
Sca110,ACM5,2
Sca110,ACM1,2
Sca110,PPARD,7
Sca110,FAAH1,13
Sca110,FOLH1,2
Sca110,KSYK,5
Sca110,HXK4,9
Sca110,CAH5B,4
Sca110,CAH5A,4
Sca110,MP2K1,1
Sca110,HYES,14
Sca110,JAK2,5
Sca110,TYK2,7
Sca110,JAK1,2
Sca110,5HT2B,1
Sca110,ADA2A,1
Sca110,KPCA,5
Sca110,CRFR1,36
Sca110,HRH3,10
Sca110,TKT,4
Sca110,THRB,15
Sca110,HDAC1,7
Sca110,ANDR,74
Sca110,DCMC,4
Sca110,PTPRB,1
Sca110,MK08,11
Sca110,MK09,7
Sca110,FFAR1,2
Sca110,ASF1A,1
Sca110,HDAC9,4
Sca110,EST2,1
Sca110,EST1,1
Sca110,CATK,5
Sca110,HDAC8,2
Sca110,SOAT1,4
Sca110,5HT7R,4
Sca110,CP2A6,22
Sca110,5HT6R,5
Sca110,ELNE,1
Sca110,KCJ11,10
Sca110,CP19A,3
Sca110,CP2CJ,2
Sca110,FKB1A,3
Sca110,CATD,7
Sca110,AOFB,9
Sca110,AOFA,4
Sca110,NR1H2,3
Sca110,NR1H3,2
Sca110,5HT1A,3
Sca110,ADA2C,1
Sca110,FPPS,10
Sca110,OXDA,14
Sca110,RORG,1
Sca110,PSB1,1
Sca110,GRM4,22
Sca110,MK10,3
Sca110,JUN,1
Sca110,ACHA7,4
Sca110,BACE1,1
Sca110,MMP2,9
Sca110,MMP14,2
Sca110,MMP3,1
Sca110,ADA10,1
Sca110,ADA17,1
Sca110,MMP13,2
Sca110,MMP25,1
Sca110,MMP8,2
Sca110,MMP7,1
Sca110,MMP9,1
Sca110,P2RX1,9
Sca110,P2RX3,9
Sca110,P2RX7,1
Sca110,SORT,4
Sca110,RARB,1
Sca110,RARA,1
Sca110,THAS,1
Sca110,ESR2,6
Sca110,ESR1,6
Sca110,HRH4,3
Sca110,SCN9A,2
Sca110,C11B1,2
Sca110,C11B2,10
Sca110,MIF,1
Sca110,PDE7A,2
Sca110,PDE7B,1
Sca110,MCR,1
Sca110,KDM4E,3
Sca110,KDM4C,2
Sca110,KDM5C,2
Sca110,P4HA1,2
Sca110,MAP11,1
Sca110,AA2AR,2
Sca110,KMO,2
Sca110,DPP8,3
Sca110,MMP12,1
Sca110,HMDH,1
Sca110,CATL1,2
Sca110,CATS,5
Sca110,AA1R,8
Sca110,MTR1A,7
Sca110,MTR1B,8
Sca110,PGH2,8
Sca110,RXRA,4
Sca110,TTK,1
Sca110,RS27,1
Sca110,PPARG,25
Sca110,LIPS,1
Sca110,TRPA1,1
Sca110,LKHA4,1
Sca110,AA3R,21
Sca110,CATG,1
Sca110,IKKA,1
Sca110,IKKB,5
Sca110,HRH1,2
Sca110,KCNH2,1
Sca110,PE2R1,1
Sca110,CP2C9,1
Sca110,CP2E1,3
Sca110,CP2D6,1
Sca110,CP2B6,1
Sca110,PADI3,2
Sca110,PADI4,2
Sca110,PADI2,1
Sca110,PADI1,1
Sca110,RAF1,1
Sca110,HDAC3,3
Sca110,MPIP2,1
Sca110,PARP1,6
Sca110,PARP2,4
Sca110,KS6A5,1
Sca110,KS6B1,1
Sca110,ROCK2,4
Sca110,KGP1,1
Sca110,CASP1,5
Sca110,EGLN1,2
Sca110,UROK,12
Sca110,CP1A2,2
Sca110,CP1B1,1
Sca110,ACHA4,2
Sca110,LPAR1,9
Sca110,LPAR3,10
Sca110,VGFR3,4
Sca110,TLR8,3
Sca110,ACES,1
Sca110,HDAC4,3
Sca110,PAFA,7
Sca110,NQO2,2
Sca110,MAP2,1
Sca110,KDM6B,1
Sca110,KDM3A,1
Sca110,HDAC7,1
Sca110,HDAC5,2
Sca110,I23O1,1
Sca110,CAH3,1
Sca110,HDA11,1
Sca110,GRM1,1
Sca110,OXDD,1
Sca110,RXRB,1
Sca110,CNR1,1
Sca110,BKRB1,1
Sca110,NMDE2,4
Sca110,PYRD,2
Sca110,SCNAA,1
Sca110,KS6A3,1
Sca110,ACHA2,1
Sca110,ACHA3,1
Sca1217,ACM3,2
Sca1217,ACM5,2
Sca1217,ACM1,1
Sca1217,CCR1,124
Sca1217,DRD2,35
Sca1217,RET4,12
Sca1217,5HT7R,6
Sca1217,NOS1,3
Sca1217,NK1R,29
Sca1217,SC6A4,82
Sca1217,SL9A1,30
Sca1217,CP2CJ,1
Sca1217,KCNH2,5
Sca1217,5HT2A,9
Sca1217,5HT1A,21
Sca1217,DRD4,12
Sca1217,DRD3,17
Sca1217,HRH1,4
Sca1217,5HT2B,2
Sca1217,DRD1,5
Sca1217,SC6A3,33
Sca1217,DRD5,5
Sca1217,PCP,7
Sca1217,OGA,3
Sca1217,GRM5,4
Sca1217,S1PR2,1
Sca1217,HYES,2
Sca1217,SC6A2,21
Sca1217,5HT6R,23
Sca1217,DPP4,1
Sca1217,SC6A9,1
Sca1217,OPRD,39
Sca1217,OPRM,39
Sca1217,OPRK,28
Sca1217,HDAC1,1
Sca1217,VACHT,7
Sca1217,SGMR1,13
Sca1217,OPRX,17
Sca1217,ACACB,1
Sca1217,HRH3,1
Sca1217,CCR2,3
Sca1217,CATS,1
Sca1217,CATK,1
Sca1217,TRPV1,1
Sca1217,SOAT1,2
Sca1217,MCHR1,12
Sca1217,LIPS,9
Sca1217,MDR1,2
Sca1217,NPFF1,1
Sca1217,ADA1A,3
Sca1217,MMP9,2
Sca1217,ADA17,2
Sca1217,MMP13,1
Sca1217,NMDE2,4
Sca1217,CP2D6,2
Sca1217,EBP,2
Sca1217,AP2S1,1
Sca1217,ACM2,1
Sca1217,ADA2B,1
Sca1217,ADA1D,1
Sca1217,ADA1B,1
Sca1217,ADA2C,1
Sca1680,GRM5,13
Sca1680,GRM1,1
Sca1680,DRD3,143
Sca1680,DRD2,179
Sca1680,5HT2A,71
Sca1680,ADA1B,8
Sca1680,ADA1A,35
Sca1680,RORG,24
Sca1680,5HT1A,165
Sca1680,MGLL,1
Sca1680,FAAH1,3
Sca1680,DRD4,75
Sca1680,5HT7R,90
Sca1680,HXK4,13
Sca1680,GCKR,20
Sca1680,AK1C3,14
Sca1680,CCR1,47
Sca1680,P2Y12,1
Sca1680,S27A1,1
Sca1680,DHI1,47
Sca1680,PDE10,1
Sca1680,PIM2,2
Sca1680,PIM3,2
Sca1680,PIM1,2
Sca1680,SL9A1,1
Sca1680,PPARD,1
Sca1680,5HT2C,27
Sca1680,DRD1,5
Sca1680,SC6A4,61
Sca1680,MMP14,2
Sca1680,MMP1,1
Sca1680,MMP13,3
Sca1680,TAAR1,1
Sca1680,HS90B,6
Sca1680,LKHA4,2
Sca1680,ADA2A,4
Sca1680,SC6A2,6
Sca1680,SC6A3,14
Sca1680,5HT3A,34
Sca1680,CAH12,20
Sca1680,CAH2,18
Sca1680,CAH9,20
Sca1680,CAH1,15
Sca1680,5HT6R,29
Sca1680,HDAC6,2
Sca1680,CATK,15
Sca1680,CATB,10
Sca1680,MMP2,1
Sca1680,ERBB2,1
Sca1680,NK1R,1
Sca1680,ACM3,1
Sca1680,ACM5,1
Sca1680,ACM4,1
Sca1680,ACM1,1
Sca1680,ACM2,1
Sca1680,CATL1,10
Sca1680,CATS,11
Sca1680,CSF1R,1
Sca1680,CAC1G,3
Sca1680,DPP4,7
Sca1680,MDR1,22
Sca1680,TGM2,2
Sca1680,F13A,1
Sca1680,ADA2C,5
Sca1680,PARP1,1
Sca1680,NMDE2,1
Sca1680,MC4R,117
Sca1680,CHK1,1
Sca1680,ADA1D,19
Sca1680,5HT1D,5
Sca1680,5HT2B,4
Sca1680,5HT1B,7
Sca1680,HRH1,6
Sca1680,ADA2B,3
Sca1680,SGMR1,9
Sca1680,RET4,2
Sca1680,CATD,1
Sca1680,KCNH2,2
Sca1680,CCR3,2
Sca1680,TRPV1,3
Sca1680,ANDR,1
Sca1680,SC6A9,26
Sca1680,5HT5A,1
Sca1680,ADRB2,1
Sca1680,ADRB1,1
Sca1680,HRH2,1
Sca1680,CP2D6,3
Sca1680,5HT4R,7
Sca1680,AA2BR,4
Sca1680,LIPS,2
Sca1680,MC5R,15
Sca1680,MC3R,14
Sca1680,ACOD1,1
Sca1680,AP2S1,3
Sca1680,VACHT,1
Sca1680,IGF1R,8
Sca1680,HDAC8,1
Sca1680,HDAC1,1
Sca1680,NPY2R,19
Sca312,SEPR,1
Sca312,OXDA,19
Sca312,GRM5,2
Sca312,THB,5
Sca312,THA,4
Sca312,FAAH1,3
Sca312,JAK2,2
Sca312,TYK2,2
Sca312,JAK1,2
Sca312,JAK3,2
Sca312,ALDR,30
Sca312,CAH12,1
Sca312,CAH1,1
Sca312,CAH9,1
Sca312,CAH2,1
Sca312,PDE4D,1
Sca312,PDE4B,1
Sca312,AHR,1
Sca1263,IDHC,11
Sca1263,PSB5,8
Sca1263,EGLN1,3
Sca1263,CNR1,2
Sca1263,CNR2,10
Sca1263,HXK4,1
Sca1263,HYES,1
Sca1263,PPCE,1
Sca1263,MP2K1,12
Sca1263,CASP1,1
Sca1263,CASP8,1
Sca1263,CASP7,1
Sca1263,CASP3,1
Sca1263,PGH2,3
Sca1263,OXDA,7
Sca1263,THRB,5
Sca1263,CAH14,1
Sca1263,CAH13,1
Sca1263,CAH6,1
Sca1263,CAH5B,1
Sca1263,CAH4,1
Sca1263,CAH9,1
Sca1263,CAH7,1
Sca1263,CAH5A,1
Sca1263,CAH3,1
Sca1263,CAH12,1
Sca1263,HDAC2,3
Sca1263,HDAC9,3
Sca1263,HDAC4,3
Sca1263,HDAC3,6
Sca1263,HDAC1,6
Sca1263,HDAC8,3
Sca1263,HDAC6,6
Sca1263,ALDR,2
Sca1263,ANDR,1
Sca1263,ELNE,3
Sca1263,TRY1,3
Sca1263,PARP1,1
Sca1263,PSB1,3
Sca1263,FA10,1
Sca160,HMOX2,2
Sca160,HGFA,2
Sca160,HEPS,2
Sca160,ST14,2
Sca160,NAMPT,1
Sca160,IDE,3
Sca160,ENASE,1
Sca160,OGA,1
Sca160,HRH4,63
Sca160,CAH9,8
Sca160,CAH2,8
Sca160,CAH12,8
Sca160,CAH1,7
Sca160,HRH3,124
Sca160,QPCT,28
Sca160,GRIA1,2
Sca160,PTGES,3
Sca160,CATK,4
Sca160,CATB,1
Sca160,EGFR,1
Sca160,SSR4,1
Sca160,CP19A,16
Sca160,TAAR1,93
Sca160,ACM1,3
Sca160,ACM5,2
Sca160,ACM2,2
Sca160,HRH1,4
Sca160,PA24A,1
Sca160,FAAH1,2
Sca160,RENI,2
Sca160,HMOX1,6
Sca160,HRH2,4
Sca160,HYES,2
Sca160,DCMC,17
Sca160,CATL1,2
Sca160,CATS,2
Sca160,CP2A6,7
Sca160,CBPB2,16
Sca160,CBPB1,13
Sca160,PTH1R,3
Sca160,NK2R,1
Sca160,ADA2C,5
Sca160,CP2D6,6
Sca160,CP2CJ,5
Sca160,CP1A2,9
Sca160,CP3A4,2
Sca160,ADA2A,8
Sca160,FPPS,2
Sca160,C11B2,39
Sca160,C11B1,44
Sca160,ADA1B,1
Sca160,ADA1A,2
Sca160,ADA2B,1
Sca160,ADA1D,2
Sca160,THAS,4
Sca160,OXDA,9
Sca160,ADA,1
Sca160,CRFR1,1
Sca160,ACOD,1
Sca160,ACOD1,1
Sca160,CP17A,1
Sca160,SOAT1,2
Sca160,MMP7,7
Sca160,MMP1,6
Sca160,MMP3,7
Sca160,S1PR5,15
Sca160,S1PR4,13
Sca160,S1PR1,9
Sca160,S1PR3,7
Sca160,S1PR2,1
Sca160,SL9A1,5
Sca160,HDAC1,6
Sca160,JAK1,1
