"","TargetName","Scaffold","MolNum"
"12002","M3K5_HUMAN","Sca84171",1
"12003","DPP4_HUMAN","Sca84171",1
"12004","RET_HUMAN","Sca84171",1
"12005","EPHB3_HUMAN","Sca84171",1
"12006","MMP13_HUMAN","Sca842",1
"12007","CAC1D_RAT","Sca842",6
"12008","DYR_HUMAN","Sca842",5
"12009","AA2BR_HUMAN","Sca842",13
"12010","AA2AR_HUMAN","Sca842",1
"12011","S27A4_HUMAN","Sca842",5
"12012","KCNH2_HUMAN","Sca84250",1
"12013","ATR_HUMAN","Sca84250",1
"12014","DPP4_HUMAN","Sca84250",1
"12015","PAR2_HUMAN","Sca84250",2
"12016","CATL1_HUMAN","Sca84264",2
"12017","CATS_HUMAN","Sca84264",3
"12018","CATK_HUMAN","Sca84264",3
"12019","CATB_HUMAN","Sca84264",3
"12020","IRAK4_HUMAN","Sca84275",1
"12021","CNR2_HUMAN","Sca84275",2
"12022","5HT1A_HUMAN","Sca84308",1
"12023","DRD3_HUMAN","Sca84308",1
"12024","DRD4_HUMAN","Sca84308",1
"12025","DRD2_HUMAN","Sca84308",1
"12026","KPCE_RAT","Sca8433",1
"12027","KPCG_RAT","Sca8433",1
"12028","KPCB_RAT","Sca8433",1
"12029","GSK3B_HUMAN","Sca8433",1
"12030","ITK_HUMAN","Sca84348",26
"12031","NTRK1_HUMAN","Sca84348",1
"12032","KPCD_HUMAN","Sca84354",1
"12033","CDK2_HUMAN","Sca84354",1
"12034","KS6A3_HUMAN","Sca84354",1
"12035","MK01_HUMAN","Sca84354",1
"12036","AKT1_HUMAN","Sca84354",48
"12037","GSK3B_HUMAN","Sca84354",1
"12038","PLMN_HUMAN","Sca84389",1
"12039","TRYB1_HUMAN","Sca84389",23
"12040","TRYB1_MOUSE","Sca84389",2
"12041","LCK_HUMAN","Sca84391",3
"12042","JAK3_HUMAN","Sca84391",1
"12043","CP3A4_HUMAN","Sca8450",1
"12044","ANM1_HUMAN","Sca8450",1
"12045","ATS5_HUMAN","Sca84518",1
"12046","MDM2_HUMAN","Sca84518",1
"12047","MCL1_HUMAN","Sca84518",1
"12048","ESR2_HUMAN","Sca84527",27
"12049","ESR1_HUMAN","Sca84527",16
"12050","5HT1A_RAT","Sca84535",2
"12051","5HT1A_HUMAN","Sca84535",3
"12052","5HT2A_RAT","Sca84535",1
"12053","GPR39_HUMAN","Sca84540",1
"12054","DRD3_HUMAN","Sca84540",5
"12055","DRD4_HUMAN","Sca84540",10
"12056","DRD2_HUMAN","Sca84540",5
"12057","PTN11_HUMAN","Sca84542",1
"12058","GALR3_HUMAN","Sca84542",6
"12059","CNR2_HUMAN","Sca84542",2
"12060","MET_HUMAN","Sca84542",62
"12061","ADA1A_HUMAN","Sca84563",1
"12062","GALR3_HUMAN","Sca84563",4
"12063","DRD5_HUMAN","Sca84563",1
"12064","GALR3_HUMAN","Sca84564",15
"12065","5HT4R_HUMAN","Sca84564",1
"12066","DRD5_HUMAN","Sca84564",1
"12067","PTN1_HUMAN","Sca84575",32
"12068","KIT_HUMAN","Sca84617",1
"12069","PGFRB_HUMAN","Sca84617",1
"12070","VGFR2_HUMAN","Sca84617",6
"12071","VGFR1_HUMAN","Sca84617",1
"12072","5HT1A_RAT","Sca84632",1
"12073","5HT1A_HUMAN","Sca84632",2
"12074","5HT2A_RAT","Sca84632",1
"12075","PK3CB_HUMAN","Sca84640",1
"12076","AKT1_HUMAN","Sca84640",17
"12077","SMO_MOUSE","Sca84640",7
"12078","SMO_HUMAN","Sca84640",2
"12079","5HT1A_RAT","Sca84644",2
"12080","5HT1A_HUMAN","Sca84644",1
"12081","5HT2A_RAT","Sca84644",1
"12082","5HT1A_RAT","Sca84661",2
"12083","5HT1A_HUMAN","Sca84661",1
"12084","5HT2A_RAT","Sca84661",2
"12085","5HT1A_RAT","Sca84664",2
"12086","5HT1A_HUMAN","Sca84664",2
"12087","5HT2A_RAT","Sca84664",2
"12088","DRD2_RAT","Sca84664",2
"12089","5HT1A_RAT","Sca84714",2
"12090","5HT1A_HUMAN","Sca84714",2
"12091","5HT2A_RAT","Sca84714",2
"12092","CCKAR_HUMAN","Sca84894",6
"12093","GASR_HUMAN","Sca84894",38
"12094","ST14_HUMAN","Sca84948",2
"12095","PLMN_HUMAN","Sca84948",1
"12096","ST14_HUMAN","Sca84950",1
"12097","PLMN_HUMAN","Sca84950",1
"12098","FA10_HUMAN","Sca84950",1
"12099","THRB_HUMAN","Sca84950",1
"12100","ST14_HUMAN","Sca84952",1
"12101","THRB_HUMAN","Sca84952",1
"12102","PGFRB_MOUSE","Sca84959",3
"12103","VGFR2_MOUSE","Sca84959",5
"12104","VGFR1_HUMAN","Sca84959",5
"12105","FGFR1_HUMAN","Sca84959",5
"12106","ABL1_HUMAN","Sca84959",11
"12107","PGFRB_MOUSE","Sca84960",6
"12108","VGFR2_MOUSE","Sca84960",7
"12109","VGFR1_HUMAN","Sca84960",7
"12110","FGFR1_HUMAN","Sca84960",7
"12111","PDPK1_HUMAN","Sca84960",1
"12112","ABL1_HUMAN","Sca84960",3
"12113","ACM3_HUMAN","Sca84971",1
"12114","ACM1_HUMAN","Sca84971",1
"12115","MCHR1_RAT","Sca84971",8
"12116","S1PR5_HUMAN","Sca84988",2
"12117","S1PR1_HUMAN","Sca84988",2
"12118","S1PR4_HUMAN","Sca84988",1
"12119","NK1R_HUMAN","Sca8499",2
"12120","OPRD_RAT","Sca8499",15
"12121","OPRD_MOUSE","Sca8499",2
"12122","OPRD_HUMAN","Sca8499",2
"12123","OPRM_RAT","Sca8499",15
"12124","OPRM_HUMAN","Sca8499",2
"12125","OXYR_RAT","Sca84991",1
"12126","OXYR_HUMAN","Sca84991",1
"12127","ST14_HUMAN","Sca84994",1
"12128","PLMN_HUMAN","Sca84994",1
"12129","THRB_HUMAN","Sca84994",1
"12130","TM11D_HUMAN","Sca850",3
"12131","THRB_HUMAN","Sca850",1
"12132","OPRM_RAT","Sca850",1
"12133","OPRM_HUMAN","Sca850",2
"12134","ST14_HUMAN","Sca85018",1
"12135","THRB_HUMAN","Sca85018",1
"12136","ST14_HUMAN","Sca85046",3
"12137","PLMN_HUMAN","Sca85046",1
"12138","THRB_HUMAN","Sca85046",2
"12139","CP3A4_HUMAN","Sca8509",2
"12140","CP26A_HUMAN","Sca8509",1
"12141","TMPS6_HUMAN","Sca851",1
"12142","TM11D_HUMAN","Sca851",7
"12143","KCNH2_HUMAN","Sca851",1
"12144","ST14_HUMAN","Sca851",2
"12145","THRB_HUMAN","Sca851",18
"12146","DPP4_HUMAN","Sca851",27
"12147","ST14_HUMAN","Sca85141",1
"12148","THRB_HUMAN","Sca85141",1
"12149","CDK4_HUMAN","Sca85147",3
"12150","CDK2_HUMAN","Sca85147",2
"12151","CDK1_HUMAN","Sca85147",1
"12152","CDK5_HUMAN","Sca85147",1
"12153","CDK7_HUMAN","Sca85147",2
"12154","CDK9_HUMAN","Sca85147",2
"12155","CDK4_HUMAN","Sca85181",1
"12156","CDK6_HUMAN","Sca85181",1
"12157","CDK1_HUMAN","Sca85181",1
"12158","CDK7_HUMAN","Sca85181",1
"12159","CP3A4_HUMAN","Sca8520",1
"12160","ANM1_HUMAN","Sca8520",1
"12161","ST14_HUMAN","Sca85204",2
"12162","PLMN_HUMAN","Sca85204",1
"12163","AA1R_RAT","Sca85225",2
"12164","AA1R_HUMAN","Sca85225",1
"12165","AA2BR_HUMAN","Sca85225",2
"12166","AA2AR_RAT","Sca85225",2
"12167","AA2AR_HUMAN","Sca85225",2
"12168","AA1R_RAT","Sca85226",17
"12169","AA2BR_HUMAN","Sca85226",25
"12170","AA2AR_RAT","Sca85226",19
"12171","AA2AR_HUMAN","Sca85226",16
"12172","AA3R_HUMAN","Sca85226",4
"12173","ST14_HUMAN","Sca85253",2
"12174","PLMN_HUMAN","Sca85253",2
"12175","S5A2_RAT","Sca8531",1
"12176","S5A2_HUMAN","Sca8531",1
"12177","S5A1_RAT","Sca8531",1
"12178","S5A1_HUMAN","Sca8531",1
"12179","ST14_HUMAN","Sca85312",2
"12180","PLMN_HUMAN","Sca85312",2
"12181","UROK_HUMAN","Sca85312",1
"12182","THRB_HUMAN","Sca85312",2
"12183","ST14_HUMAN","Sca85314",1
"12184","THRB_HUMAN","Sca85314",1
"12185","CTRB1_HUMAN","Sca85340",1
"12186","FA10_HUMAN","Sca85340",6
"12187","ACHA7_RAT","Sca85347",2
"12188","ACHA7_HUMAN","Sca85347",1
"12189","5HT3A_RAT","Sca85347",1
"12190","CATD_HUMAN","Sca8548",1
"12191","RXRA_HUMAN","Sca8548",4
"12192","OPRD_RAT","Sca8548",1
"12193","OPRK_HUMAN","Sca8548",1
"12194","OPRM_RAT","Sca8548",1
"12195","RENI_HUMAN","Sca85484",1
"12196","MC4R_HUMAN","Sca85484",5
"12197","MC3R_HUMAN","Sca85484",3
"12198","MSHR_HUMAN","Sca85484",6
"12199","RN5A_MOUSE","Sca85505",2
"12200","RN5A_HUMAN","Sca85505",6
"12201","RN5A_MOUSE","Sca85507",2
"12202","RN5A_HUMAN","Sca85507",6
"12203","C11B2_HUMAN","Sca8551",1
"12204","PRGR_HUMAN","Sca8551",11
"12205","MCR_RAT","Sca8551",1
"12206","ANDR_MOUSE","Sca8551",1
"12207","RN5A_MOUSE","Sca85518",2
"12208","RN5A_HUMAN","Sca85518",6
"12209","SC6A4_RAT","Sca85532",26
"12210","SC6A4_HUMAN","Sca85532",24
"12211","5HT1A_HUMAN","Sca85532",27
"12212","AURKC_HUMAN","Sca85549",5
"12213","GSK3B_HUMAN","Sca85549",3
"12214","FLT3_HUMAN","Sca85589",2
"12215","MP2K1_HUMAN","Sca85589",40
"12216","CHK2_HUMAN","Sca85589",2
"12217","UFO_HUMAN","Sca85589",2
"12218","AURKA_HUMAN","Sca85589",2
"12219","MMP13_HUMAN","Sca85594",1
"12220","MMP14_HUMAN","Sca85594",1
"12221","MMP2_HUMAN","Sca85594",1
"12222","MMP13_HUMAN","Sca8560",28
"12223","MMP13_HUMAN","Sca85613",1
"12224","MMP2_HUMAN","Sca85613",1
"12225","MMP9_HUMAN","Sca85613",1
"12226","ADA17_HUMAN","Sca85613",1
"12227","5HT2B_HUMAN","Sca85620",11
"12228","5HT2A_HUMAN","Sca85620",17
"12229","5HT2C_HUMAN","Sca85620",32
"12230","DRD3_HUMAN","Sca85620",1
"12231","5HT2C_HUMAN","Sca85623",15
"12232","CXCR2_HUMAN","Sca85648",81
"12233","CXCR1_HUMAN","Sca85648",27
"12234","CXCR2_HUMAN","Sca85682",1
"12235","CXCR1_HUMAN","Sca85682",1
"12236","HDAC1_HUMAN","Sca85682",1
"12237","LCK_HUMAN","Sca85710",10
"12238","HCK_HUMAN","Sca85710",2
"12239","SRC_HUMAN","Sca85710",2
"12240","KIT_HUMAN","Sca85714",12
"12241","VGFR2_HUMAN","Sca85714",24
"12242","VGFR1_HUMAN","Sca85714",5
"12243","KIT_HUMAN","Sca85724",12
"12244","VGFR2_HUMAN","Sca85724",12
"12245","VGFR1_HUMAN","Sca85724",10
"12246","TIE2_HUMAN","Sca85724",1
"12247","KIT_HUMAN","Sca85726",1
"12248","KPCA_HUMAN","Sca85726",1
"12249","MK03_HUMAN","Sca85726",1
"12250","AKT2_HUMAN","Sca85726",1
"12251","AKT1_HUMAN","Sca85726",1
"12252","AKT3_HUMAN","Sca85726",11
"12253","KIT_HUMAN","Sca85729",3
"12254","CSF1R_HUMAN","Sca85729",1
"12255","CP3A4_HUMAN","Sca85729",1
"12256","VGFR3_HUMAN","Sca85729",2
"12257","VGFR2_HUMAN","Sca85729",13
"12258","VGFR1_HUMAN","Sca85729",2
"12259","TRYB1_HUMAN","Sca85733",11
"12260","PPARD_HUMAN","Sca85769",3
"12261","PPARA_HUMAN","Sca85769",22
"12262","PPARG_HUMAN","Sca85769",19
"12263","CASP8_HUMAN","Sca85788",1
"12264","CASP1_HUMAN","Sca85788",4
"12265","PTPRB_HUMAN","Sca85800",5
"12266","CASP8_HUMAN","Sca85805",1
"12267","CASP1_HUMAN","Sca85805",1
"12268","CASP8_HUMAN","Sca85809",2
"12269","CASP1_HUMAN","Sca85809",3
"12270","CASP8_HUMAN","Sca85825",1
"12271","CASP1_HUMAN","Sca85825",1
"12272","CASP8_HUMAN","Sca85847",1
"12273","CASP1_HUMAN","Sca85847",1
"12274","CASP8_HUMAN","Sca85872",1
"12275","CASP1_HUMAN","Sca85872",1
"12276","LCK_HUMAN","Sca85895",1
"12277","HCK_HUMAN","Sca85895",1
"12278","SRC_HUMAN","Sca85895",1
"12279","NK1R_HUMAN","Sca85907",2
"12280","CCR5_HUMAN","Sca85907",1
"12281","CCR2_HUMAN","Sca85907",6
"12282","KIT_HUMAN","Sca85927",1
"12283","VGFR2_HUMAN","Sca85927",1
"12284","VGFR1_HUMAN","Sca85927",1
"12285","CASP8_HUMAN","Sca85930",1
"12286","CASP1_HUMAN","Sca85930",1
"12287","CASP1_MOUSE","Sca85931",1
"12288","CASP1_HUMAN","Sca85931",1
"12289","WEE1_HUMAN","Sca85941",64
"12290","CHK1_HUMAN","Sca85941",1
"12291","CDK1_HUMAN","Sca85941",6
"12292","SC6A9_HUMAN","Sca85965",33
"12293","KIT_HUMAN","Sca85976",4
"12294","VGFR3_HUMAN","Sca85976",3
"12295","VGFR1_HUMAN","Sca85976",4
"12296","PDE7A_HUMAN","Sca85976",5
"12297","TIE2_HUMAN","Sca85976",4
"12298","SC6A9_HUMAN","Sca86001",1
"12299","OPRM_HUMAN","Sca86001",1
"12300","OPRX_HUMAN","Sca86001",1
"12301","LCK_HUMAN","Sca86066",1
"12302","HCK_HUMAN","Sca86066",1
"12303","SRC_HUMAN","Sca86066",1
"12304","KCNH2_HUMAN","Sca86084",1
"12305","BKRB1_HUMAN","Sca86084",6
"12306","WEE1_HUMAN","Sca86119",1
"12307","CHK1_HUMAN","Sca86119",1
"12308","MOGT2_HUMAN","Sca862",16
"12309","HDAC6_HUMAN","Sca862",1
"12310","HDAC1_HUMAN","Sca862",1
"12311","SC6A9_HUMAN","Sca86207",1
"12312","HYES_RAT","Sca86207",1
"12313","HYES_HUMAN","Sca86207",1
"12314","PKR1_HUMAN","Sca86207",1
"12315","CATL1_HUMAN","Sca86215",1
"12316","CATK_HUMAN","Sca86215",1
"12317","VGFR2_HUMAN","Sca86219",1
"12318","CHK1_HUMAN","Sca86219",15
"12319","AA1R_HUMAN","Sca86254",1
"12320","PDE5A_HUMAN","Sca86254",1
"12321","LCK_HUMAN","Sca86295",9
"12322","SRC_HUMAN","Sca86295",9
"12323","VGFR2_HUMAN","Sca86295",8
"12324","MK14_HUMAN","Sca86295",7
"12325","LCK_HUMAN","Sca86298",1
"12326","SRC_HUMAN","Sca86298",1
"12327","VGFR2_HUMAN","Sca86298",1
"12328","MK14_HUMAN","Sca86298",1
"12329","CAC1B_HUMAN","Sca86331",19
"12330","CP2D6_HUMAN","Sca86385",1
"12331","MCHR1_HUMAN","Sca86385",35
"12332","AA1R_RAT","Sca865",8
"12333","AA2BR_HUMAN","Sca865",1
"12334","AA2AR_RAT","Sca865",8
"12335","AA3R_HUMAN","Sca865",6
"12336","ADA2A_HUMAN","Sca86519",1
"12337","5HT2A_HUMAN","Sca86519",1
"12338","DRD4_HUMAN","Sca86519",1
"12339","DRD1_HUMAN","Sca86519",2
"12340","DRD2_HUMAN","Sca86519",2
"12341","DRD5_HUMAN","Sca86519",1
"12342","ACM2_HUMAN","Sca86533",7
"12343","ACM5_HUMAN","Sca86533",1
"12344","ACM4_HUMAN","Sca86533",11
"12345","ACM3_HUMAN","Sca86533",18
"12346","ACM1_HUMAN","Sca86533",8
"12347","ACM4_HUMAN","Sca86534",1
"12348","ACM3_HUMAN","Sca86534",1
"12349","ACM1_HUMAN","Sca86534",1
"12350","HRH3_HUMAN","Sca86547",1
"12351","HRH1_HUMAN","Sca86547",1
"12352","DRD3_HUMAN","Sca86547",1
"12353","DRD1_HUMAN","Sca86547",3
"12354","DRD2_HUMAN","Sca86547",1
"12355","DRD5_HUMAN","Sca86547",1
"12356","CCR5_HUMAN","Sca86622",5
"12357","DPP4_HUMAN","Sca86622",1
"12358","KCNH2_HUMAN","Sca86629",1
"12359","CCR5_HUMAN","Sca86629",21
"12360","5HT2C_HUMAN","Sca86660",3
"12361","MCHR1_HUMAN","Sca86660",5
"12362","NMDE2_RAT","Sca86689",23
"12363","SL9A1_HUMAN","Sca86694",18
"12364","LCK_HUMAN","Sca86697",1
"12365","MCHR1_HUMAN","Sca86697",4
"12366","S5A2_HUMAN","Sca8673",3
"12367","ESR2_HUMAN","Sca8673",6
"12368","ESR1_HUMAN","Sca8673",1
"12369","MC4R_HUMAN","Sca86737",21
"12370","MC3R_HUMAN","Sca86737",16
"12371","MSHR_HUMAN","Sca86737",11
"12372","LCK_HUMAN","Sca86746",1
"12373","VGFR2_HUMAN","Sca86746",1
"12374","MK14_HUMAN","Sca86746",1
"12375","OPRM_RAT","Sca86838",1
"12376","OPRX_HUMAN","Sca86838",1
"12377","OPRM_RAT","Sca86842",1
"12378","OPRX_HUMAN","Sca86842",1
"12379","PLMN_HUMAN","Sca86906",1
"12380","UROK_HUMAN","Sca86906",1
"12381","OXYR_RAT","Sca8693",1
"12382","OXYR_HUMAN","Sca8693",1
"12383","OXYR_RAT","Sca8694",5
"12384","OXYR_HUMAN","Sca8694",6
"12385","OXYR_RAT","Sca8695",4
"12386","OXYR_HUMAN","Sca8695",4
"12387","5HT6R_HUMAN","Sca8695",1
"12388","NPY5R_RAT","Sca8695",6
"12389","LCK_HUMAN","Sca86983",1
"12390","VGFR2_HUMAN","Sca86983",1
"12391","MK14_HUMAN","Sca86983",1
"12392","JAK3_HUMAN","Sca86983",1
"12393","LCK_HUMAN","Sca86998",1
"12394","MK14_HUMAN","Sca86998",1
"12395","LCK_HUMAN","Sca87000",1
"12396","VGFR2_HUMAN","Sca87000",1
"12397","MK14_HUMAN","Sca87000",1
"12398","SC6A4_HUMAN","Sca87034",1
"12399","SC6A3_HUMAN","Sca87034",1
"12400","PD2R2_HUMAN","Sca87034",1
"12401","ESR2_HUMAN","Sca87034",1
"12402","LCK_HUMAN","Sca87059",1
"12403","VGFR2_HUMAN","Sca87059",1
"12404","MK14_HUMAN","Sca87059",1
"12405","LCK_HUMAN","Sca87066",1
"12406","VGFR2_HUMAN","Sca87066",1
"12407","MK14_HUMAN","Sca87066",1
"12408","JAK3_HUMAN","Sca87066",1
"12409","S5A1_HUMAN","Sca8713",1
"12410","MCHR1_HUMAN","Sca8713",1
"12411","EGFR_HUMAN","Sca87145",10
"12412","ERBB2_HUMAN","Sca87145",11
"12413","ERBB3_HUMAN","Sca87145",1
"12414","ERBB2_HUMAN","Sca8716",1
"12415","AURKA_HUMAN","Sca8716",1
"12416","AURKB_HUMAN","Sca8716",1
"12417","OPRM_RAT","Sca87164",1
"12418","OPRX_HUMAN","Sca87164",1
"12419","OPRM_RAT","Sca87166",1
"12420","OPRX_HUMAN","Sca87166",1
"12421","CP2D6_HUMAN","Sca87275",1
"12422","MCHR1_HUMAN","Sca87275",15
"12423","CDK4_HUMAN","Sca87285",2
"12424","CDK6_HUMAN","Sca87285",1
"12425","CDK2_HUMAN","Sca87285",1
"12426","CDK1_HUMAN","Sca87285",1
"12427","GSK3B_HUMAN","Sca87285",1
"12428","CDK4_HUMAN","Sca87290",2
"12429","CDK6_HUMAN","Sca87290",1
"12430","CDK2_HUMAN","Sca87290",1
"12431","CDK1_HUMAN","Sca87290",1
"12432","GSK3B_HUMAN","Sca87290",1
"12433","VGFR2_HUMAN","Sca87296",6
"12434","MK14_HUMAN","Sca87296",2
"12435","SC6A2_HUMAN","Sca873",1
"12436","AA3R_HUMAN","Sca873",1
"12437","MTR1B_HUMAN","Sca873",1
"12438","MTR1A_HUMAN","Sca873",1
"12439","OXYR_RAT","Sca8734",1
"12440","OXYR_HUMAN","Sca8734",1
"12441","V1AR_RAT","Sca8734",1
"12442","OXYR_RAT","Sca8735",1
"12443","OXYR_HUMAN","Sca8735",1
"12444","V1AR_RAT","Sca8735",1
"12445","HYEP_HUMAN","Sca87355",11
"12446","HYES_HUMAN","Sca87355",11
"12447","CTRB1_HUMAN","Sca87357",1
"12448","FA10_HUMAN","Sca87357",9
"12449","THRB_HUMAN","Sca87357",1
"12450","CTRB1_HUMAN","Sca87358",1
"12451","FA10_HUMAN","Sca87358",7
"12452","THRB_HUMAN","Sca87358",2
"12453","MCHR1_RAT","Sca87379",8
"12454","MCHR1_MOUSE","Sca87379",2
"12455","MCHR1_HUMAN","Sca87379",8
"12456","GRM5_RAT","Sca87386",3
"12457","GRM1_RAT","Sca87386",29
"12458","GRM1_HUMAN","Sca87386",1
"12459","HYEP_HUMAN","Sca87400",10
"12460","HYES_HUMAN","Sca87400",14
"12461","CATC_HUMAN","Sca87441",1
"12462","MCHR1_HUMAN","Sca87441",1
"12463","ADA2B_HUMAN","Sca8745",1
"12464","ADA2C_HUMAN","Sca8745",1
"12465","ADA1D_RAT","Sca8745",1
"12466","ADA1D_HUMAN","Sca8745",1
"12467","5HT1A_HUMAN","Sca8745",5
"12468","NPY1R_HUMAN","Sca8745",1
"12469","GRM5_RAT","Sca87475",3
"12470","GRM1_RAT","Sca87475",35
"12471","GRM1_HUMAN","Sca87475",1
"12472","HRH3_HUMAN","Sca8760",3
"12473","CP2D6_HUMAN","Sca8760",1
"12474","CNR2_MOUSE","Sca87658",12
"12475","CNR2_HUMAN","Sca87658",1
"12476","CNR1_MOUSE","Sca87658",10
"12477","CNR1_HUMAN","Sca87658",1
"12478","CNR2_MOUSE","Sca87667",3
"12479","CNR2_HUMAN","Sca87667",2
"12480","CNR1_HUMAN","Sca87667",1
"12481","ACM1_HUMAN","Sca87671",12
"12482","CNR2_MOUSE","Sca87671",1
"12483","CNR2_HUMAN","Sca87671",2
"12484","CNR1_HUMAN","Sca87671",2
"12485","HRH3_HUMAN","Sca87678",7
"12486","HRH4_HUMAN","Sca87678",4
"12487","CATS_HUMAN","Sca87678",3
"12488","ADA2B_HUMAN","Sca87685",1
"12489","ADA2C_HUMAN","Sca87685",3
"12490","ADA2C_HUMAN","Sca87736",1
"12491","ADA2C_HUMAN","Sca87743",1
"12492","CAH9_HUMAN","Sca87756",52
"12493","CAH2_HUMAN","Sca87756",53
"12494","CAH1_HUMAN","Sca87756",16
"12495","CAH12_HUMAN","Sca87756",46
"12496","CAH14_HUMAN","Sca87756",44
"12497","MMP8_HUMAN","Sca87756",1
"12498","CAH9_HUMAN","Sca87781",4
"12499","CAH2_HUMAN","Sca87781",4
"12500","CAH12_HUMAN","Sca87781",4
"12501","CAH14_HUMAN","Sca87781",4
"12502","P2RX7_HUMAN","Sca87789",13
"12503","DPP4_MOUSE","Sca87789",2
"12504","DPP4_HUMAN","Sca87789",29
"12505","NR5A2_HUMAN","Sca87820",9
"12506","STF1_HUMAN","Sca87820",11
"12507","NR5A2_HUMAN","Sca87821",2
"12508","STF1_HUMAN","Sca87821",1
"12509","NR1H2_HUMAN","Sca87827",21
"12510","NR1H3_HUMAN","Sca87827",21
"12511","CDK2_HUMAN","Sca87831",14
"12512","CDK1_HUMAN","Sca87831",13
"12513","NR5A2_HUMAN","Sca87835",1
"12514","STF1_HUMAN","Sca87835",1
"12515","NR5A2_HUMAN","Sca87839",1
"12516","STF1_HUMAN","Sca87839",1
"12517","NR5A2_HUMAN","Sca87848",1
"12518","STF1_HUMAN","Sca87848",1
"12519","NR5A2_HUMAN","Sca87877",1
"12520","STF1_HUMAN","Sca87877",1
"12521","DYR1A_HUMAN","Sca87942",1
"12522","CLK1_HUMAN","Sca87942",2
"12523","CLK4_HUMAN","Sca87942",2
"12524","CLK2_HUMAN","Sca87942",1
"12525","SRC_HUMAN","Sca87960",3
"12526","VGFR2_HUMAN","Sca87960",1
"12527","AA1R_RAT","Sca87985",12
"12528","AA1R_HUMAN","Sca87985",5
"12529","AA2BR_HUMAN","Sca87985",1
"12530","AA1R_RAT","Sca87986",6
"12531","AA1R_HUMAN","Sca87986",14
"12532","AA2BR_HUMAN","Sca87986",8
"12533","AA2AR_HUMAN","Sca87986",6
"12534","MTLR_HUMAN","Sca88025",20
"12535","VDR_RAT","Sca88061",4
"12536","CP2E1_HUMAN","Sca88108",1
"12537","CP2CJ_HUMAN","Sca88108",1
"12538","CAC1B_HUMAN","Sca8811",4
"12539","CP3A4_HUMAN","Sca8811",1
"12540","CP2CJ_HUMAN","Sca8811",1
"12541","CP2C9_HUMAN","Sca8811",1
"12542","FLT3_HUMAN","Sca88216",1
"12543","LCK_HUMAN","Sca88216",1
"12544","AURKA_HUMAN","Sca88216",10
"12545","AURKB_HUMAN","Sca88216",7
"12546","AURKC_HUMAN","Sca88216",1
"12547","ADA1A_HUMAN","Sca8825",6
"12548","ADA1B_HUMAN","Sca8825",6
"12549","ADA1D_HUMAN","Sca8825",6
"12550","5HT1A_RAT","Sca8825",6
"12551","S5A2_RAT","Sca8826",1
"12552","S5A2_HUMAN","Sca8826",1
"12553","S5A1_RAT","Sca8826",1
"12554","S5A1_HUMAN","Sca8826",1
"12555","LRRK2_HUMAN","Sca88281",2
"12556","MCHR1_HUMAN","Sca88281",1
"12557","ADA1A_RAT","Sca8830",1
"12558","ADA1A_HUMAN","Sca8830",14
"12559","ADA1B_RAT","Sca8830",1
"12560","ADA1B_HUMAN","Sca8830",14
"12561","ADA1D_HUMAN","Sca8830",14
"12562","ACACB_HUMAN","Sca88331",3
"12563","PDE10_RAT","Sca88331",1
"12564","MCHR1_HUMAN","Sca88331",1
"12565","KCNH2_HUMAN","Sca88425",1
"12566","NPY5R_MOUSE","Sca88425",1
"12567","MCHR1_HUMAN","Sca88425",2
"12568","MCHR2_HUMAN","Sca88442",1
"12569","MCHR1_HUMAN","Sca88442",1
"12570","HDAC4_HUMAN","Sca88451",1
"12571","HDAC6_HUMAN","Sca88451",1
"12572","HDAC1_HUMAN","Sca88451",5
"12573","HDAC3_HUMAN","Sca88451",1
"12574","HDAC2_HUMAN","Sca88451",1
"12575","HDAC8_HUMAN","Sca88451",1
"12576","DPP4_RAT","Sca88540",2
"12577","DPP4_RAT","Sca88571",1
"12578","PPARA_MOUSE","Sca8861",1
"12579","PPARA_HUMAN","Sca8861",4
"12580","PPARG_HUMAN","Sca8861",2
"12581","VGFR2_HUMAN","Sca88617",29
"12582","TIE2_HUMAN","Sca88617",29
"12583","EDNRA_HUMAN","Sca8862",7
"12584","PPARA_HUMAN","Sca8862",2
"12585","PPARG_HUMAN","Sca8862",2
"12586","DPP4_HUMAN","Sca88623",5
"12587","DPP2_HUMAN","Sca88623",2
"12588","MC3R_HUMAN","Sca88667",1
"12589","MSHR_HUMAN","Sca88667",1
"12590","MC5R_HUMAN","Sca88667",1
"12591","HRH3_HUMAN","Sca88708",2
"12592","F13A_HUMAN","Sca88708",2
"12593","AA1R_HUMAN","Sca88813",3
"12594","AA3R_RAT","Sca88813",1
"12595","AA3R_HUMAN","Sca88813",7
"12596","BACE1_HUMAN","Sca88818",1
"12597","NK1R_HUMAN","Sca88818",1
"12598","CNR2_MOUSE","Sca88833",12
"12599","CNR2_HUMAN","Sca88833",1
"12600","CNR1_MOUSE","Sca88833",4
"12601","CNR1_HUMAN","Sca88833",1
"12602","VIPR1_HUMAN","Sca88929",1
"12603","ACES_HUMAN","Sca88961",23
"12604","SRC_HUMAN","Sca88997",3
"12605","EGFR_HUMAN","Sca88997",1
"12606","ABL1_HUMAN","Sca88997",2
"12607","KS6A1_HUMAN","Sca89042",3
"12608","KS6B1_HUMAN","Sca89042",1
"12609","ROCK1_HUMAN","Sca89042",4
"12610","KS6A1_HUMAN","Sca89050",1
"12611","KS6B1_HUMAN","Sca89050",1
